NIM;KDMK_JUR;KDMK_PUS;NILAI;BOBOT;NM_MKULIAH;SKS;PRESTASI;SMT
17.E1.0005;PBK601B;40144956;A;4;TEKNIK PENGEMBANGAN PRIBADI;4;16;
17.E1.0005;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
17.E1.0005;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
17.E1.0005;PBK603A;40144959;AB;3,5;PSIKOLOGI PERDAMAIAN;2;7;
17.E1.0005;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
17.E1.0005;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
17.E1.0005;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
17.E1.0005;PBK701B;40144963;A;4;PEMBERDAYAAN MASYARAKAT;3;12;
17.E1.0005;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
17.E1.0005;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
17.E1.0005;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
17.E1.0005;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0005;PBK706;40185266;B;3;PSIKOLOGI KELUARGA;2;6;
17.E1.0005;PBK712;40185272;A;4;PSIKOLOGI LINGKUNGAN;2;8;
17.E1.0005;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
17.E1.0005;UKS102;40990172;A;4;PANCASILA;2;8;
17.E1.0005;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0005;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0120;PBK101;40124380;AB;3,5;ENGLISH FOR PSYCHOLOGY 1;2;7;
17.E1.0120;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
17.E1.0120;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
17.E1.0120;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
17.E1.0120;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
17.E1.0120;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0120;PBK107;40124386;A;4;PSIKOLOGI KLINIS DASAR;2;8;
17.E1.0120;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0120;PBK202A;40144935;A;4;TES PSIKOLOGI 1;3;12;
17.E1.0120;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
17.E1.0120;PBK203A;40144937;AB;3,5;PSIKOLOGI PENDIDIKAN;3;10,5;
17.E1.0120;PBK203B;40144938;AB;3,5;PSIKOLOGI BELAJAR;2;7;
17.E1.0120;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
17.E1.0120;PBK205;40124391;A;4;ETIKA PSIKOLOGI;2;8;
17.E1.0120;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
17.E1.0120;PBK301;40124393;A;4;EVALUASI PEMBELAJARAN;4;16;
17.E1.0120;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
17.E1.0120;PBK303A;40144939;BC;2,5;TEORI MODIFIKASI PERILAKU;3;7,5;
17.E1.0120;PBK303B;40144940;A;4;MODIFIKASI PERILAKU TERAPAN;3;12;
17.E1.0120;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
17.E1.0120;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
17.E1.0120;PBK401A;40144943;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;9;
17.E1.0120;PBK401B;40144944;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;9;
17.E1.0120;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
17.E1.0120;PBK402B;40144946;AB;3,5;PENDAMPINGAN ORANG SAKIT;3;10,5;
17.E1.0120;PBK403A;40144947;AB;3,5;METODOLOGI PENELITIAN KUANTITATIF;4;14;
17.E1.0120;PBK403B;40144948;AB;3,5;STATISTIKA;4;14;
17.E1.0120;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
17.E1.0120;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
17.E1.0120;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
17.E1.0120;PBK502A;40144951;AB;3,5;PSIKOLOGI KELOMPOK;2;7;
17.E1.0120;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
17.E1.0120;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
17.E1.0120;PBK503B;40144954;A;4;PRAKTEK RANCANGAN PELATIHAN;4;16;
17.E1.0120;PBK601A;40144955;A;4;TEORI KEPRIBADIAN;3;12;
17.E1.0120;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0120;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
17.E1.0120;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
17.E1.0120;PBK603A;40144959;AB;3,5;PSIKOLOGI PERDAMAIAN;2;7;
17.E1.0120;PBK603B;40144960;AB;3,5;INTERVENSI TRAUMA;3;10,5;
17.E1.0120;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
17.E1.0120;PBK701A;40144962;BC;2,5;TEORI PEMBERDAYAAN MASYARAKAT;2;5;
17.E1.0120;PBK701B;40144963;A;4;PEMBERDAYAAN MASYARAKAT;3;12;
17.E1.0120;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
17.E1.0120;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
17.E1.0120;PBK702C;40144966;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;12;
17.E1.0120;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0120;PBK705;40185265;A;4;ADIKSI DALAM TINJAUAN PSIKOLOGI;2;8;
17.E1.0120;PBK711;40185271;A;4;ETNOPSIKOLOGI;2;8;
17.E1.0120;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
17.E1.0120;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0120;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0120;UKS410;40990183;AB;3,5;KULIAH KERJA NYATA;2;7;
15.E1.0024;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
15.E1.0024;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
15.E1.0024;PBK103;40124382;B;3;PSIKOLOGI KESEHATAN;2;6;
15.E1.0024;PBK104A;40144934;BC;2,5;PSIKOLOGI SOSIAL;3;7,5;
15.E1.0024;PBK105;40124384;AB;3,5;PERKEMBANGAN MANUSIA;3;10,5;
15.E1.0024;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
15.E1.0024;PBK107;40124386;CD;1,5;PSIKOLOGI KLINIS DASAR;2;3;
15.E1.0024;PBK201;40124387;B;3;ENGLISH FOR PSYCHOLOGY 2;2;6;
15.E1.0024;PBK202A;40144935;C;2;TES PSIKOLOGI 1;3;6;
15.E1.0024;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
15.E1.0024;PBK203A;40144937;C;2;PSIKOLOGI PENDIDIKAN;3;6;
15.E1.0024;PBK203B;40144938;BC;2,5;PSIKOLOGI BELAJAR;2;5;
15.E1.0024;PBK204;40124390;B;3;PENULISAN ILMIAH;2;6;
15.E1.0024;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
15.E1.0024;PBK206A;40155147;B;3;ASESMEN;2;6;
15.E1.0024;PBK301;40124393;BC;2,5;EVALUASI PEMBELAJARAN;4;10;
15.E1.0024;PBK302;40124394;BC;2,5;DASAR KONSELING;4;10;
15.E1.0024;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
15.E1.0024;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
15.E1.0024;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
15.E1.0024;PBK304B;40144942;AB;3,5;METODE PENGUMPULAN DATA KUALITATIF;3;10,5;
15.E1.0024;PBK401A;40144943;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;9;
15.E1.0024;PBK401B;40144944;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;9;
15.E1.0024;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
15.E1.0024;PBK402B;40144946;B;3;PENDAMPINGAN ORANG SAKIT;3;9;
15.E1.0024;PBK403A;40144947;B;3;METODOLOGI PENELITIAN KUANTITATIF;4;12;
15.E1.0024;PBK403B;40144948;B;3;STATISTIKA;4;12;
15.E1.0024;PBK404;40134504;B;3;METODOLOGI PENELITIAN KUALITATIF;2;6;
15.E1.0024;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
15.E1.0024;PBK501B;40144950;AB;3,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;17,5;
15.E1.0024;PBK502A;40144951;AB;3,5;PSIKOLOGI KELOMPOK;2;7;
15.E1.0024;PBK502B;40144952;CD;1,5;DINAMIKA KELOMPOK;4;6;
15.E1.0024;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
15.E1.0024;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
15.E1.0024;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
15.E1.0024;PBK601B;40144956;BC;2,5;TEKNIK PENGEMBANGAN PRIBADI;4;10;
15.E1.0024;PBK602A;40144957;AB;3,5;SEKSUALITAS MANUSIA;3;10,5;
15.E1.0024;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
15.E1.0024;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
15.E1.0024;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
15.E1.0024;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
15.E1.0024;PBK701A;40144962;BC;2,5;TEORI PEMBERDAYAAN MASYARAKAT;2;5;
15.E1.0024;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
15.E1.0024;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
15.E1.0024;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
15.E1.0024;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
15.E1.0024;PBK703;40124408;B;3;SKRIPSI;5;15;
15.E1.0024;UKS101;40032231;B;3;RELIGIOSITAS;2;6;
15.E1.0024;UKS102;40990172;AB;3,5;PANCASILA;2;7;
15.E1.0024;UKS103;40990154;AB;3,5;KEWARGANEGARAAN;2;7;
15.E1.0024;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0238;PBK101;40124380;B;3;ENGLISH FOR PSYCHOLOGY 1;2;6;
17.E1.0238;PBK102;40124381;AB;3,5;PSIKOLOGI DASAR;4;14;
17.E1.0238;PBK103;40124382;C;2;PSIKOLOGI KESEHATAN;2;4;
17.E1.0238;PBK104A;40144934;BC;2,5;PSIKOLOGI SOSIAL;3;7,5;
17.E1.0238;PBK105;40124384;BC;2,5;PERKEMBANGAN MANUSIA;3;7,5;
17.E1.0238;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0238;PBK107;40124386;BC;2,5;PSIKOLOGI KLINIS DASAR;2;5;
17.E1.0238;PBK201;40124387;BC;2,5;ENGLISH FOR PSYCHOLOGY 2;2;5;
17.E1.0238;PBK202A;40144935;B;3;TES PSIKOLOGI 1;3;9;
17.E1.0238;PBK202B;40144936;B;3;TES PSIKOLOGI 2;3;9;
17.E1.0238;PBK203A;40144937;C;2;PSIKOLOGI PENDIDIKAN;3;6;
17.E1.0238;PBK203B;40144938;BC;2,5;PSIKOLOGI BELAJAR;2;5;
17.E1.0238;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
17.E1.0238;PBK205;40124391;CD;1,5;ETIKA PSIKOLOGI;2;3;
17.E1.0238;PBK206A;40155147;BC;2,5;ASESMEN;2;5;
17.E1.0238;PBK301;40124393;B;3;EVALUASI PEMBELAJARAN;4;12;
17.E1.0238;PBK302;40124394;B;3;DASAR KONSELING;4;12;
17.E1.0238;PBK303A;40144939;B;3;TEORI MODIFIKASI PERILAKU;3;9;
17.E1.0238;PBK303B;40144940;BC;2,5;MODIFIKASI PERILAKU TERAPAN;3;7,5;
17.E1.0238;PBK304A;40144941;B;3;METODE PENGUMPULAN DATA KUANTITATIF;3;9;
17.E1.0238;PBK304B;40144942;B;3;METODE PENGUMPULAN DATA KUALITATIF;3;9;
17.E1.0238;PBK401A;40144943;C;2;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;6;
17.E1.0238;PBK401B;40144944;C;2;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;6;
17.E1.0238;PBK402A;40144945;B;3;PSIKOLOGI ORANG SAKIT;2;6;
17.E1.0238;PBK402B;40144946;C;2;PENDAMPINGAN ORANG SAKIT;3;6;
17.E1.0238;PBK403A;40144947;C;2;METODOLOGI PENELITIAN KUANTITATIF;4;8;
17.E1.0238;PBK403B;40144948;A;4;STATISTIKA;4;16;
17.E1.0238;PBK404;40134504;BC;2,5;METODOLOGI PENELITIAN KUALITATIF;2;5;
17.E1.0238;PBK501A;40144949;B;3;PSIKOLOGI ABNORMAL;3;9;
17.E1.0238;PBK501B;40144950;AB;3,5;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;17,5;
17.E1.0238;PBK502A;40144951;BC;2,5;PSIKOLOGI KELOMPOK;2;5;
17.E1.0238;PBK502B;40144952;BC;2,5;DINAMIKA KELOMPOK;4;10;
17.E1.0238;PBK503A;40144953;BC;2,5;TEORI RANCANGAN PELATIHAN;2;5;
17.E1.0238;PBK503B;40144954;B;3;PRAKTEK RANCANGAN PELATIHAN;4;12;
17.E1.0238;PBK601A;40144955;BC;2,5;TEORI KEPRIBADIAN;3;7,5;
17.E1.0238;PBK601B;40144956;B;3;TEKNIK PENGEMBANGAN PRIBADI;4;12;
17.E1.0238;PBK602A;40144957;B;3;SEKSUALITAS MANUSIA;3;9;
17.E1.0238;PBK602B;40144958;C;2;PSIKOLOGI KESEHATAN REPRODUKSI;2;4;
17.E1.0238;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
17.E1.0238;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
17.E1.0238;PBK603C;40144961;C;2;TRANSFORMASI KONFLIK;3;6;
17.E1.0238;PBK701A;40144962;A;4;TEORI PEMBERDAYAAN MASYARAKAT;2;8;
17.E1.0238;PBK701B;40144963;BC;2,5;PEMBERDAYAAN MASYARAKAT;3;7,5;
17.E1.0238;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
17.E1.0238;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
17.E1.0238;PBK702C;40144966;BC;2,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;7,5;
17.E1.0238;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
17.E1.0238;PBK709;40185269;C;2;PSIKOLOGI KESEHATAN KELUARGA;2;4;
17.E1.0238;PBK711;40185271;BC;2,5;ETNOPSIKOLOGI;2;5;
17.E1.0238;UKS101;40032231;AB;3,5;RELIGIOSITAS;2;7;
17.E1.0238;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0238;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0238;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0013;PBK101;40124380;A;4;ENGLISH FOR PSYCHOLOGY 1;2;8;
17.E1.0013;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
17.E1.0013;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
17.E1.0013;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
17.E1.0013;PBK105;40124384;A;4;PERKEMBANGAN MANUSIA;3;12;
17.E1.0013;PBK106;40124385;B;3;BIOPSIKOLOGI;2;6;
17.E1.0013;PBK107;40124386;B;3;PSIKOLOGI KLINIS DASAR;2;6;
17.E1.0013;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0013;PBK202A;40144935;C;2;TES PSIKOLOGI 1;3;6;
17.E1.0013;PBK202B;40144936;A;4;TES PSIKOLOGI 2;3;12;
17.E1.0013;PBK203A;40144937;B;3;PSIKOLOGI PENDIDIKAN;3;9;
17.E1.0013;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
17.E1.0013;PBK204;40124390;AB;3,5;PENULISAN ILMIAH;2;7;
17.E1.0013;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
17.E1.0013;PBK206A;40155147;A;4;ASESMEN;2;8;
17.E1.0013;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0013;PBK302;40124394;AB;3,5;DASAR KONSELING;4;14;
17.E1.0013;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
17.E1.0013;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
17.E1.0013;PBK304A;40144941;AB;3,5;METODE PENGUMPULAN DATA KUANTITATIF;3;10,5;
17.E1.0013;PBK304B;40144942;BC;2,5;METODE PENGUMPULAN DATA KUALITATIF;3;7,5;
17.E1.0013;PBK401A;40144943;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;10,5;
17.E1.0013;PBK401B;40144944;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;9;
17.E1.0013;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
17.E1.0013;PBK402B;40144946;BC;2,5;PENDAMPINGAN ORANG SAKIT;3;7,5;
17.E1.0013;PBK403A;40144947;BC;2,5;METODOLOGI PENELITIAN KUANTITATIF;4;10;
17.E1.0013;PBK403B;40144948;B;3;STATISTIKA;4;12;
17.E1.0013;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
17.E1.0013;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
17.E1.0013;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
17.E1.0013;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
17.E1.0013;PBK502B;40144952;AB;3,5;DINAMIKA KELOMPOK;4;14;
17.E1.0013;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
17.E1.0013;PBK503B;40144954;B;3;PRAKTEK RANCANGAN PELATIHAN;4;12;
17.E1.0013;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
17.E1.0013;PBK601B;40144956;AB;3,5;TEKNIK PENGEMBANGAN PRIBADI;4;14;
17.E1.0013;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
17.E1.0013;PBK602B;40144958;AB;3,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;7;
17.E1.0013;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
17.E1.0013;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
17.E1.0013;PBK603C;40144961;AB;3,5;TRANSFORMASI KONFLIK;3;10,5;
17.E1.0013;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
17.E1.0013;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
17.E1.0013;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
17.E1.0013;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
17.E1.0013;PBK702C;40144966;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;12;
17.E1.0013;PBK703;40124408;C;2;SKRIPSI;5;10;
17.E1.0013;PBK709;40185269;B;3;PSIKOLOGI KESEHATAN KELUARGA;2;6;
17.E1.0013;PBK712;40185272;BC;2,5;PSIKOLOGI LINGKUNGAN;2;5;
17.E1.0013;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
17.E1.0013;UKS102;40990172;AB;3,5;PANCASILA;2;7;
17.E1.0013;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
17.E1.0013;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
16.E1.0033;PBK101;40124380;C;2;ENGLISH FOR PSYCHOLOGY 1;2;4;
16.E1.0033;PBK102;40124381;B;3;PSIKOLOGI DASAR;4;12;
16.E1.0033;PBK103;40124382;B;3;PSIKOLOGI KESEHATAN;2;6;
16.E1.0033;PBK104A;40144934;B;3;PSIKOLOGI SOSIAL;3;9;
16.E1.0033;PBK105;40124384;B;3;PERKEMBANGAN MANUSIA;3;9;
16.E1.0033;PBK106;40124385;BC;2,5;BIOPSIKOLOGI;2;5;
16.E1.0033;PBK107;40124386;B;3;PSIKOLOGI KLINIS DASAR;2;6;
16.E1.0033;PBK201;40124387;B;3;ENGLISH FOR PSYCHOLOGY 2;2;6;
16.E1.0033;PBK202A;40144935;BC;2,5;TES PSIKOLOGI 1;3;7,5;
16.E1.0033;PBK202B;40144936;BC;2,5;TES PSIKOLOGI 2;3;7,5;
16.E1.0033;PBK203A;40144937;BC;2,5;PSIKOLOGI PENDIDIKAN;3;7,5;
16.E1.0033;PBK203B;40144938;B;3;PSIKOLOGI BELAJAR;2;6;
16.E1.0033;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
16.E1.0033;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
16.E1.0033;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
16.E1.0033;PBK301;40124393;BC;2,5;EVALUASI PEMBELAJARAN;4;10;
16.E1.0033;PBK302;40124394;A;4;DASAR KONSELING;4;16;
16.E1.0033;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
16.E1.0033;PBK303B;40144940;BC;2,5;MODIFIKASI PERILAKU TERAPAN;3;7,5;
16.E1.0033;PBK304A;40144941;C;2;METODE PENGUMPULAN DATA KUANTITATIF;3;6;
16.E1.0033;PBK304B;40144942;B;3;METODE PENGUMPULAN DATA KUALITATIF;3;9;
16.E1.0033;PBK401A;40144943;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;9;
16.E1.0033;PBK401B;40144944;C;2;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;6;
16.E1.0033;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
16.E1.0033;PBK402B;40144946;B;3;PENDAMPINGAN ORANG SAKIT;3;9;
16.E1.0033;PBK403A;40144947;C;2;METODOLOGI PENELITIAN KUANTITATIF;4;8;
16.E1.0033;PBK403B;40144948;A;4;STATISTIKA;4;16;
16.E1.0033;PBK404;40134504;B;3;METODOLOGI PENELITIAN KUALITATIF;2;6;
16.E1.0033;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
16.E1.0033;PBK501B;40144950;C;2;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;10;
16.E1.0033;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
16.E1.0033;PBK502B;40144952;AB;3,5;DINAMIKA KELOMPOK;4;14;
16.E1.0033;PBK503A;40144953;B;3;TEORI RANCANGAN PELATIHAN;2;6;
16.E1.0033;PBK503B;40144954;B;3;PRAKTEK RANCANGAN PELATIHAN;4;12;
16.E1.0033;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
16.E1.0033;PBK601B;40144956;B;3;TEKNIK PENGEMBANGAN PRIBADI;4;12;
16.E1.0033;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
16.E1.0033;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
16.E1.0033;PBK603A;40144959;B;3;PSIKOLOGI PERDAMAIAN;2;6;
16.E1.0033;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
16.E1.0033;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
16.E1.0033;PBK701A;40144962;B;3;TEORI PEMBERDAYAAN MASYARAKAT;2;6;
16.E1.0033;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
16.E1.0033;PBK702A;40144964;AB;3,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;10,5;
16.E1.0033;PBK702B;40144965;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;6;
16.E1.0033;PBK702C;40144966;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;9;
16.E1.0033;PBK703;40124408;AB;3,5;SKRIPSI;5;17,5;
16.E1.0033;UKS.101;40990197;AB;3,5;PENDIDIKAN AGAMA;2;7;
16.E1.0033;UKS.102;40032230;B;3;PENDIDIKAN PANCASILA;2;6;
16.E1.0033;UKS103;40990154;AB;3,5;KEWARGANEGARAAN;2;7;
16.E1.0033;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
17.E1.0081;PBK101;40124380;BC;2,5;ENGLISH FOR PSYCHOLOGY 1;2;5;
17.E1.0081;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
17.E1.0081;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
17.E1.0081;PBK104A;40144934;A;4;PSIKOLOGI SOSIAL;3;12;
17.E1.0081;PBK105;40124384;BC;2,5;PERKEMBANGAN MANUSIA;3;7,5;
17.E1.0081;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
17.E1.0081;PBK107;40124386;A;4;PSIKOLOGI KLINIS DASAR;2;8;
17.E1.0081;PBK201;40124387;AB;3,5;ENGLISH FOR PSYCHOLOGY 2;2;7;
17.E1.0081;PBK202A;40144935;A;4;TES PSIKOLOGI 1;3;12;
17.E1.0081;PBK202B;40144936;A;4;TES PSIKOLOGI 2;3;12;
17.E1.0081;PBK203A;40144937;AB;3,5;PSIKOLOGI PENDIDIKAN;3;10,5;
17.E1.0081;PBK203B;40144938;A;4;PSIKOLOGI BELAJAR;2;8;
17.E1.0081;PBK204;40124390;C;2;PENULISAN ILMIAH;2;4;
17.E1.0081;PBK205;40124391;A;4;ETIKA PSIKOLOGI;2;8;
17.E1.0081;PBK206A;40155147;AB;3,5;ASESMEN;2;7;
17.E1.0081;PBK301;40124393;AB;3,5;EVALUASI PEMBELAJARAN;4;14;
17.E1.0081;PBK302;40124394;B;3;DASAR KONSELING;4;12;
17.E1.0081;PBK303A;40144939;AB;3,5;TEORI MODIFIKASI PERILAKU;3;10,5;
17.E1.0081;PBK303B;40144940;AB;3,5;MODIFIKASI PERILAKU TERAPAN;3;10,5;
